Counter,Date/time,Location,Temperature,Humidity,acc_x,acc_y,acc_z,yaw,pitch,roll,gyro_x,gyro_y,gyro_z
577,2022-04-16 15:38:47.882020,IERS2010 latitude -51.0282 N longitude 98.4958 E elevation 436040.6 m,34.778,29.1293,0.022,0.031,0.015,347.947,330.034,65.304,-0.001,-0.001,-0.0
578,2022-04-16 15:38:52.040916,IERS2010 latitude -51.0762 N longitude 98.8976 E elevation 436047.4 m,34.7425,29.2027,0.02,0.032,0.014,348.019,329.782,65.331,-0.001,0.002,0.002
579,2022-04-16 15:38:56.196802,IERS2010 latitude -51.1227 N longitude 99.2988 E elevation 436053.6 m,34.7602,29.4414,0.019,0.031,0.015,347.54,329.688,65.138,0.0,0.001,-0.001
580,2022-04-16 15:39:00.370023,IERS2010 latitude -51.1676 N longitude 99.7012 E elevation 436059.2 m,34.7958,29.2578,0.02,0.031,0.014,347.434,329.714,64.961,-0.001,-0.001,0.001
581,2022-04-16 15:39:04.520568,IERS2010 latitude -51.2111 N longitude 100.1054 E elevation 436064.1 m,34.778,29.215,0.018,0.033,0.014,347.612,329.808,64.796,0.0,-0.002,-0.003
582,2022-04-16 15:39:08.697331,IERS2010 latitude -51.2529 N longitude 100.5082 E elevation 436068.4 m,34.7602,29.1018,0.02,0.031,0.014,347.641,329.814,64.66,-0.0,-0.001,0.0
583,2022-04-16 15:39:12.856394,IERS2010 latitude -51.2934 N longitude 100.9141 E elevation 436072.0 m,34.6713,29.2823,0.015,0.034,0.015,347.532,330.335,65.486,-0.001,-0.002,0.002
584,2022-04-16 15:39:17.002768,IERS2010 latitude -51.3322 N longitude 101.3189 E elevation 436075.0 m,34.778,29.5362,0.02,0.03,0.012,347.662,330.258,65.217,0.001,-0.001,0.001
585,2022-04-16 15:39:21.161948,IERS2010 latitude -51.3695 N longitude 101.7241 E elevation 436077.3 m,34.8136,29.0895,0.019,0.031,0.015,347.894,330.286,65.147,0.0,0.0,0.0
586,2022-04-16 15:39:25.332083,IERS2010 latitude -51.4053 N longitude 102.1308 E elevation 436079.0 m,34.7069,29.2364,0.021,0.032,0.014,347.099,330.541,65.951,0.001,0.003,-0.001
587,2022-04-16 15:39:29.490999,IERS2010 latitude -51.4396 N longitude 102.5385 E elevation 436080.0 m,34.7425,29.4597,0.019,0.031,0.015,347.406,330.406,65.085,-0.001,0.0,0.0
588,2022-04-16 15:39:33.651025,IERS2010 latitude -51.4724 N longitude 102.9468 E elevation 436080.4 m,34.7069,29.3435,0.022,0.031,0.014,347.098,330.134,65.312,0.003,-0.0,-0.002
589,2022-04-16 15:39:37.827397,IERS2010 latitude -51.5037 N longitude 103.3564 E elevation 436080.1 m,34.7069,29.2976,0.02,0.031,0.013,346.354,329.91,66.088,0.001,0.001,-0.002
590,2022-04-16 15:39:41.984101,IERS2010 latitude -51.5333 N longitude 103.7660 E elevation 436079.2 m,34.7069,29.1385,0.021,0.031,0.012,346.178,329.916,66.44,-0.002,-0.001,-0.0
591,2022-04-16 15:39:46.141548,IERS2010 latitude -51.5614 N longitude 104.1752 E elevation 436077.6 m,34.7958,29.3159,0.02,0.031,0.014,345.425,330.03,66.97,0.001,-0.003,-0.001
592,2022-04-16 15:39:50.313224,IERS2010 latitude -51.5879 N longitude 104.5855 E elevation 436075.3 m,34.7602,29.1874,0.02,0.031,0.012,345.115,330.468,66.639,-0.0,-0.0,-0.0
593,2022-04-16 15:39:54.466205,IERS2010 latitude -51.6130 N longitude 104.9970 E elevation 436072.5 m,34.6536,29.2762,0.024,0.029,0.016,344.703,330.37,67.004,0.002,-0.001,-0.001
594,2022-04-16 15:39:58.619117,IERS2010 latitude -51.6363 N longitude 105.4076 E elevation 436068.9 m,34.8491,29.0956,0.021,0.031,0.014,345.36,331.089,66.804,-0.001,0.0,-0.001
595,2022-04-16 15:40:02.801529,IERS2010 latitude -51.6582 N longitude 105.8193 E elevation 436064.7 m,34.7602,29.1905,0.02,0.03,0.014,345.649,330.949,66.056,-0.001,0.002,0.002
596,2022-04-16 15:40:06.961054,IERS2010 latitude -51.6786 N longitude 106.2328 E elevation 436059.9 m,34.7069,29.2578,0.02,0.031,0.015,346.139,331.336,66.258,0.001,-0.001,-0.0
597,2022-04-16 15:40:11.117102,IERS2010 latitude -51.6973 N longitude 106.6452 E elevation 436054.4 m,34.7425,29.1905,0.02,0.031,0.015,345.427,331.213,66.204,-0.0,-0.002,-0.002
598,2022-04-16 15:40:15.290535,IERS2010 latitude -51.7144 N longitude 107.0569 E elevation 436048.2 m,34.6713,29.1752,0.019,0.031,0.014,345.635,331.121,65.595,-0.002,0.001,-0.001
599,2022-04-16 15:40:19.441119,IERS2010 latitude -51.7300 N longitude 107.4712 E elevation 436041.4 m,34.6536,29.3618,0.023,0.03,0.014,345.615,331.08,65.688,-0.002,0.0,-0.002
600,2022-04-16 15:40:23.601853,IERS2010 latitude -51.7440 N longitude 107.8837 E elevation 436033.9 m,34.6713,29.3741,0.02,0.03,0.015,345.796,331.329,65.167,0.001,-0.001,-0.0
601,2022-04-16 15:40:27.772128,IERS2010 latitude -51.7564 N longitude 108.2973 E elevation 436025.8 m,34.7425,29.1324,0.019,0.03,0.014,346.463,331.424,64.485,-0.002,0.0,-0.001
602,2022-04-16 15:40:31.930882,IERS2010 latitude -51.7673 N longitude 108.7117 E elevation 436017.0 m,34.6713,29.3435,0.02,0.029,0.015,346.384,331.369,64.647,0.003,-0.001,0.0
603,2022-04-16 15:40:36.089063,IERS2010 latitude -51.7765 N longitude 109.1255 E elevation 436007.6 m,34.618,29.0008,0.023,0.031,0.016,346.309,331.196,65.151,0.002,0.003,-0.0
604,2022-04-16 15:40:40.257787,IERS2010 latitude -51.7842 N longitude 109.5395 E elevation 435997.5 m,34.7602,29.2639,0.02,0.031,0.013,346.195,331.466,65.373,-0.0,-0.001,-0.001
605,2022-04-16 15:40:44.419399,IERS2010 latitude -51.7903 N longitude 109.9545 E elevation 435986.7 m,34.7069,29.2853,0.022,0.03,0.011,345.63,331.252,65.167,-0.001,0.0,0.0
606,2022-04-16 15:40:48.580484,IERS2010 latitude -51.7949 N longitude 110.3691 E elevation 435975.3 m,34.6891,29.1293,0.02,0.031,0.014,345.522,331.083,65.009,-0.001,-0.001,0.002
607,2022-04-16 15:40:52.752928,IERS2010 latitude -51.7978 N longitude 110.7838 E elevation 435963.3 m,34.7425,29.3985,0.019,0.031,0.015,345.727,330.894,64.934,0.0,0.001,0.0
608,2022-04-16 15:40:56.906013,IERS2010 latitude -51.7991 N longitude 111.1987 E elevation 435950.5 m,34.6358,29.2333,0.024,0.029,0.014,345.736,330.872,64.826,0.0,-0.002,0.002
609,2022-04-16 15:41:01.059170,IERS2010 latitude -51.7989 N longitude 111.6129 E elevation 435937.2 m,34.7247,29.4138,0.021,0.031,0.014,345.784,330.883,64.426,0.002,-0.001,-0.0
610,2022-04-16 15:41:05.234891,IERS2010 latitude -51.7971 N longitude 112.0268 E elevation 435923.2 m,34.6713,29.3985,0.02,0.03,0.013,345.601,331.233,64.308,0.001,-0.001,0.002
611,2022-04-16 15:41:09.393793,IERS2010 latitude -51.7937 N longitude 112.4428 E elevation 435908.4 m,34.7247,29.2272,0.02,0.03,0.016,345.228,330.66,64.267,0.001,-0.0,0.0
612,2022-04-16 15:41:13.545406,IERS2010 latitude -51.7887 N longitude 112.8572 E elevation 435893.1 m,34.7602,29.2853,0.019,0.031,0.018,344.825,330.287,64.457,-0.001,-0.001,-0.003
613,2022-04-16 15:41:17.712701,IERS2010 latitude -51.7821 N longitude 113.2705 E elevation 435877.2 m,34.6713,29.1018,0.019,0.031,0.015,344.829,330.002,64.319,0.0,-0.001,-0.001
614,2022-04-16 15:41:21.873164,IERS2010 latitude -51.7740 N longitude 113.6847 E elevation 435860.5 m,34.7425,29.2823,0.02,0.03,0.015,344.526,329.522,64.203,0.0,-0.001,0.002
615,2022-04-16 15:41:26.028529,IERS2010 latitude -51.7642 N longitude 114.0986 E elevation 435843.2 m,34.6536,29.2241,0.02,0.031,0.013,344.011,329.587,63.825,0.001,0.001,0.0
616,2022-04-16 15:41:30.193802,IERS2010 latitude -51.7529 N longitude 114.5121 E elevation 435825.3 m,34.8136,29.2792,0.02,0.032,0.012,343.994,329.4,64.022,-0.003,-0.002,0.0
617,2022-04-16 15:41:37.257396,IERS2010 latitude -51.7301 N longitude 115.2133 E elevation 435793.4 m,34.7425,29.0039,0.022,0.03,0.015,344.221,329.54,64.524,-0.003,-0.001,-0.001
618,2022-04-16 15:41:41.425058,IERS2010 latitude -51.7145 N longitude 115.6272 E elevation 435773.7 m,34.6891,29.2547,0.018,0.031,0.014,344.168,330.079,64.736,-0.0,-0.001,-0.001
619,2022-04-16 15:41:45.577755,IERS2010 latitude -51.6974 N longitude 116.0406 E elevation 435753.3 m,34.7069,29.1018,0.021,0.031,0.011,343.247,330.031,64.973,0.0,0.0,-0.002
620,2022-04-16 15:41:49.743894,IERS2010 latitude -51.6787 N longitude 116.4523 E elevation 435732.3 m,34.7247,29.3526,0.016,0.031,0.016,342.226,329.895,65.375,-0.0,-0.001,-0.001
621,2022-04-16 15:41:53.902037,IERS2010 latitude -51.6584 N longitude 116.8648 E elevation 435710.7 m,34.7602,29.2058,0.019,0.031,0.014,341.778,330.081,65.355,-0.0,-0.002,-0.003
622,2022-04-16 15:41:58.053652,IERS2010 latitude -51.6366 N longitude 117.2758 E elevation 435688.4 m,34.6713,28.9274,0.022,0.033,0.015,341.668,330.011,65.246,-0.002,-0.001,-0.001
623,2022-04-16 15:42:02.223254,IERS2010 latitude -51.6132 N longitude 117.6870 E elevation 435665.5 m,34.7602,28.9947,0.02,0.031,0.016,342.009,329.673,64.751,-0.001,-0.002,-0.001
624,2022-04-16 15:42:06.400191,IERS2010 latitude -51.5882 N longitude 118.0987 E elevation 435641.9 m,34.7602,29.1874,0.02,0.03,0.014,341.983,329.801,64.814,-0.001,-0.002,-0.0
625,2022-04-16 15:42:10.561403,IERS2010 latitude -51.5615 N longitude 118.5101 E elevation 435617.6 m,34.6536,29.3159,0.019,0.031,0.012,341.817,329.851,64.453,0.002,-0.001,-0.001
626,2022-04-16 15:42:14.729382,IERS2010 latitude -51.5334 N longitude 118.9202 E elevation 435592.7 m,34.8136,29.3618,0.02,0.032,0.014,342.147,329.797,64.914,0.001,-0.001,-0.002
627,2022-04-16 15:42:18.886207,IERS2010 latitude -51.5038 N longitude 119.3299 E elevation 435567.2 m,34.7602,29.5454,0.023,0.029,0.013,342.051,329.99,64.586,-0.003,0.001,-0.0
628,2022-04-16 15:42:23.032671,IERS2010 latitude -51.4726 N longitude 119.7379 E elevation 435541.1 m,34.7069,29.2394,0.021,0.032,0.017,341.611,329.537,64.905,0.0,0.0,-0.001
629,2022-04-16 15:42:27.192317,IERS2010 latitude -51.4400 N longitude 120.1450 E elevation 435514.4 m,34.6891,29.3098,0.02,0.031,0.015,341.683,329.789,64.9,-0.003,-0.003,-0.001
630,2022-04-16 15:42:31.365983,IERS2010 latitude -51.4057 N longitude 120.5525 E elevation 435486.9 m,34.7425,29.2792,0.021,0.031,0.015,341.384,329.92,64.78,-0.002,-0.001,-0.002
631,2022-04-16 15:42:35.517254,IERS2010 latitude -51.3698 N longitude 120.9600 E elevation 435458.8 m,34.7069,29.2731,0.023,0.029,0.012,341.522,329.859,64.559,0.001,0.001,-0.002
632,2022-04-16 15:42:39.662762,IERS2010 latitude -51.3326 N longitude 121.3652 E elevation 435430.2 m,34.6891,29.1997,0.023,0.03,0.015,341.914,329.583,64.512,-0.002,0.0,-0.0
633,2022-04-16 15:42:43.822281,IERS2010 latitude -51.2938 N longitude 121.7697 E elevation 435400.9 m,34.7069,29.1966,0.02,0.031,0.013,341.997,329.782,65.13,-0.0,-0.001,-0.002
634,2022-04-16 15:42:47.989455,IERS2010 latitude -51.2534 N longitude 122.1744 E elevation 435371.0 m,34.7247,29.166,0.02,0.031,0.015,341.777,329.689,65.835,0.0,-0.002,0.0
635,2022-04-16 15:42:52.150039,IERS2010 latitude -51.2115 N longitude 122.5788 E elevation 435340.4 m,34.7069,29.1385,0.02,0.031,0.011,341.319,329.669,66.635,-0.001,-0.002,-0.001
636,2022-04-16 15:42:56.310677,IERS2010 latitude -51.1681 N longitude 122.9821 E elevation 435309.1 m,34.7602,29.2976,0.02,0.03,0.014,340.869,329.469,66.854,-0.002,-0.001,-0.001
637,2022-04-16 15:43:00.485757,IERS2010 latitude -51.1231 N longitude 123.3847 E elevation 435277.3 m,34.7247,29.3068,0.02,0.032,0.014,340.358,329.427,66.604,-0.004,-0.0,0.0
638,2022-04-16 15:43:04.637068,IERS2010 latitude -51.0766 N longitude 123.7874 E elevation 435244.7 m,34.7425,29.3894,0.024,0.029,0.013,340.331,329.096,66.609,-0.002,-0.001,0.002
639,2022-04-16 15:43:08.782944,IERS2010 latitude -51.0288 N longitude 124.1868 E elevation 435211.7 m,34.7069,29.3068,0.023,0.031,0.014,340.556,328.98,66.914,-0.001,-0.001,-0.001
640,2022-04-16 15:43:12.942391,IERS2010 latitude -50.9795 N longitude 124.5857 E elevation 435178.1 m,34.7247,29.0283,0.02,0.031,0.015,340.444,329.087,66.989,-0.003,-0.003,-0.001
641,2022-04-16 15:43:17.112257,IERS2010 latitude -50.9286 N longitude 124.9847 E elevation 435143.7 m,34.7069,28.9243,0.02,0.032,0.013,340.065,330.216,67.102,0.001,-0.001,0.0
642,2022-04-16 15:43:21.270752,IERS2010 latitude -50.8762 N longitude 125.3831 E elevation 435108.8 m,34.6713,29.3068,0.018,0.032,0.012,340.222,330.164,66.686,-0.001,0.0,0.001
643,2022-04-16 15:43:25.430464,IERS2010 latitude -50.8223 N longitude 125.7803 E elevation 435073.2 m,34.6713,29.0253,0.019,0.032,0.013,339.924,330.179,65.997,0.001,-0.001,-0.0
644,2022-04-16 15:43:29.598966,IERS2010 latitude -50.7670 N longitude 126.1767 E elevation 435036.9 m,34.6536,29.2609,0.018,0.031,0.015,339.724,330.115,65.542,0.0,0.001,0.0
645,2022-04-16 15:43:33.756098,IERS2010 latitude -50.7102 N longitude 126.5723 E elevation 435000.1 m,34.778,29.0865,0.015,0.033,0.015,339.361,330.208,65.535,0.0,-0.0,0.001
646,2022-04-16 15:43:37.902552,IERS2010 latitude -50.6520 N longitude 126.9658 E elevation 434962.7 m,34.6713,29.1874,0.02,0.031,0.014,339.547,329.692,66.153,-0.0,-0.001,0.0
647,2022-04-16 15:43:42.062216,IERS2010 latitude -50.5925 N longitude 127.3581 E elevation 434924.8 m,34.6713,29.2486,0.019,0.032,0.013,339.708,329.708,65.836,-0.0,-0.003,-0.001
648,2022-04-16 15:43:49.134004,IERS2010 latitude -50.4880 N longitude 128.0225 E elevation 434858.9 m,34.7425,29.0069,0.02,0.03,0.014,340.553,329.172,65.185,0.001,0.0,-0.0
649,2022-04-16 15:43:53.292409,IERS2010 latitude -50.4243 N longitude 128.4136 E elevation 434819.1 m,34.6891,28.6153,0.021,0.029,0.014,339.853,329.079,65.423,-0.001,0.0,0.0
650,2022-04-16 15:43:57.451231,IERS2010 latitude -50.3593 N longitude 128.8030 E elevation 434778.9 m,34.6713,29.215,0.02,0.031,0.015,339.883,329.467,65.118,-0.0,-0.001,-0.0
651,2022-04-16 15:44:01.626205,IERS2010 latitude -50.2929 N longitude 129.1911 E elevation 434738.0 m,34.8314,28.9855,0.018,0.032,0.015,339.549,329.662,65.178,-0.002,0.0,-0.001
652,2022-04-16 15:44:05.777444,IERS2010 latitude -50.2249 N longitude 129.5791 E elevation 434696.4 m,34.7425,29.0069,0.025,0.029,0.013,339.401,329.323,66.043,0.0,0.0,-0.0
653,2022-04-16 15:44:09.923061,IERS2010 latitude -50.1559 N longitude 129.9636 E elevation 434654.5 m,34.6891,29.1232,0.022,0.03,0.018,339.412,329.206,65.884,-0.0,0.0,-0.001
654,2022-04-16 15:44:14.082413,IERS2010 latitude -50.0855 N longitude 130.3473 E elevation 434611.9 m,34.6891,29.2609,0.02,0.031,0.013,339.129,329.398,65.306,-0.0,-0.0,0.001
655,2022-04-16 15:44:18.249435,IERS2010 latitude -50.0135 N longitude 130.7307 E elevation 434568.7 m,34.7425,29.1446,0.02,0.03,0.014,339.206,329.475,65.078,-0.001,0.0,-0.0
656,2022-04-16 15:44:22.410115,IERS2010 latitude -49.9401 N longitude 131.1133 E elevation 434524.8 m,34.6713,29.3832,0.021,0.031,0.015,339.219,329.707,65.207,-0.0,0.0,0.001
657,2022-04-16 15:44:26.561243,IERS2010 latitude -49.8653 N longitude 131.4944 E elevation 434480.4 m,34.6891,29.3771,0.018,0.032,0.012,338.862,329.571,64.885,-0.003,0.0,0.0
658,2022-04-16 15:44:30.737280,IERS2010 latitude -49.7894 N longitude 131.8734 E elevation 434435.4 m,34.7069,29.4261,0.02,0.03,0.013,338.531,329.906,64.684,0.0,-0.0,-0.001
659,2022-04-16 15:44:34.898306,IERS2010 latitude -49.7116 N longitude 132.2532 E elevation 434389.7 m,34.5824,29.2853,0.024,0.03,0.011,338.53,329.219,65.017,-0.001,-0.001,-0.0
660,2022-04-16 15:44:39.060454,IERS2010 latitude -49.6328 N longitude 132.6307 E elevation 434343.5 m,34.6891,29.1385,0.019,0.032,0.014,338.16,328.966,64.598,-0.002,-0.001,0.0
661,2022-04-16 15:44:43.228960,IERS2010 latitude -49.5526 N longitude 133.0069 E elevation 434296.7 m,34.6713,29.0528,0.021,0.032,0.014,337.673,328.671,65.084,0.001,0.001,-0.002
662,2022-04-16 15:44:47.379268,IERS2010 latitude -49.4711 N longitude 133.3816 E elevation 434249.4 m,34.6536,29.0956,0.018,0.031,0.014,337.6,328.523,65.874,-0.002,-0.001,-0.0
663,2022-04-16 15:44:51.541744,IERS2010 latitude -49.3884 N longitude 133.7544 E elevation 434201.6 m,34.618,29.2211,0.02,0.031,0.014,337.449,329.333,65.759,-0.0,-0.001,0.001
664,2022-04-16 15:44:55.710949,IERS2010 latitude -49.3042 N longitude 134.1269 E elevation 434153.1 m,34.7425,29.1538,0.02,0.034,0.014,337.416,329.541,65.393,-0.004,-0.001,0.0
665,2022-04-16 15:44:59.874419,IERS2010 latitude -49.2186 N longitude 134.4986 E elevation 434104.0 m,34.7247,28.9947,0.021,0.031,0.012,337.515,329.222,65.615,0.001,-0.003,-0.001
666,2022-04-16 15:45:04.026542,IERS2010 latitude -49.1319 N longitude 134.8678 E elevation 434054.4 m,34.618,29.2364,0.023,0.03,0.013,336.955,328.814,65.651,-0.001,0.0,-0.001
667,2022-04-16 15:45:08.189821,IERS2010 latitude -49.0440 N longitude 135.2354 E elevation 434004.3 m,34.7069,29.2639,0.02,0.031,0.014,336.582,328.917,65.765,-0.0,-0.002,0.0
668,2022-04-16 15:45:12.362429,IERS2010 latitude -48.9546 N longitude 135.6024 E elevation 433953.6 m,34.618,28.9947,0.02,0.03,0.014,336.546,329.247,65.569,-0.001,-0.004,0.002
669,2022-04-16 15:45:16.515847,IERS2010 latitude -48.8638 N longitude 135.9684 E elevation 433902.2 m,34.6536,29.2915,0.024,0.031,0.014,336.551,328.955,65.367,-0.003,-0.001,-0.0
670,2022-04-16 15:45:20.669452,IERS2010 latitude -48.7721 N longitude 136.3317 E elevation 433850.5 m,34.7247,29.1446,0.02,0.031,0.014,336.629,329.52,65.261,-0.0,-0.001,0.001
671,2022-04-16 15:45:24.834485,IERS2010 latitude -48.6791 N longitude 136.6938 E elevation 433798.2 m,34.618,29.2456,0.02,0.031,0.014,336.509,329.51,65.334,-0.002,-0.001,-0.002
672,2022-04-16 15:45:29.010698,IERS2010 latitude -48.5847 N longitude 137.0554 E elevation 433745.2 m,34.6891,29.2639,0.02,0.032,0.015,336.285,329.322,65.365,-0.005,-0.002,0.001
673,2022-04-16 15:45:33.171542,IERS2010 latitude -48.4888 N longitude 137.4162 E elevation 433691.7 m,34.6536,29.2425,0.019,0.031,0.016,335.894,329.123,64.766,-0.0,-0.001,0.0
674,2022-04-16 15:45:37.345773,IERS2010 latitude -48.3919 N longitude 137.7747 E elevation 433637.6 m,34.6891,29.0467,0.02,0.031,0.012,335.67,328.687,64.452,0.001,-0.001,-0.002
675,2022-04-16 15:45:41.496813,IERS2010 latitude -48.2936 N longitude 138.1326 E elevation 433583.0 m,34.6536,29.0956,0.016,0.033,0.015,335.561,328.577,64.524,0.0,-0.001,-0.001
676,2022-04-16 15:45:45.642522,IERS2010 latitude -48.1946 N longitude 138.4869 E elevation 433528.1 m,34.6536,29.1079,0.022,0.03,0.012,335.013,328.525,64.984,-0.001,0.001,0.0
677,2022-04-16 15:45:49.802538,IERS2010 latitude -48.0944 N longitude 138.8400 E elevation 433472.7 m,34.6536,29.4261,0.019,0.031,0.014,334.817,328.321,64.942,-0.0,-0.002,-0.0
678,2022-04-16 15:45:53.956156,IERS2010 latitude -47.9927 N longitude 139.1926 E elevation 433416.6 m,34.8136,29.5423,0.02,0.031,0.015,335.027,328.42,64.921,-0.002,-0.001,0.0
679,2022-04-16 15:45:58.120813,IERS2010 latitude -47.8901 N longitude 139.5430 E elevation 433360.1 m,34.5824,29.0956,0.02,0.032,0.014,334.984,328.302,64.646,-0.002,-0.001,-0.001
680,2022-04-16 15:46:02.272012,IERS2010 latitude -47.7858 N longitude 139.8934 E elevation 433302.8 m,34.7425,29.2456,0.018,0.033,0.014,334.585,328.313,64.3,-0.001,0.0,0.001
681,2022-04-16 15:46:06.415539,IERS2010 latitude -47.6812 N longitude 140.2397 E elevation 433245.4 m,34.7069,29.3465,0.023,0.03,0.012,333.828,328.543,65.193,0.002,-0.001,-0.002
682,2022-04-16 15:46:10.566853,IERS2010 latitude -47.5751 N longitude 140.5856 E elevation 433187.4 m,34.6536,29.2456,0.024,0.032,0.015,333.741,328.721,65.391,0.002,-0.001,-0.001
683,2022-04-16 15:46:14.729930,IERS2010 latitude -47.4677 N longitude 140.9304 E elevation 433128.8 m,34.6536,29.3159,0.021,0.031,0.013,333.935,328.849,65.449,-0.002,0.0,0.001
684,2022-04-16 15:46:18.902350,IERS2010 latitude -47.3591 N longitude 141.2740 E elevation 433069.7 m,34.7069,29.27,0.02,0.032,0.012,333.808,328.674,65.267,-0.003,-0.002,0.001
685,2022-04-16 15:46:23.055496,IERS2010 latitude -47.2492 N longitude 141.6169 E elevation 433009.9 m,34.5824,29.2486,0.019,0.032,0.017,334.176,328.62,65.302,0.002,-0.002,-0.001
686,2022-04-16 15:46:27.205833,IERS2010 latitude -47.1383 N longitude 141.9575 E elevation 432949.7 m,34.618,29.3312,0.021,0.032,0.016,334.007,328.74,65.415,-0.003,0.002,-0.0
687,2022-04-16 15:46:31.369218,IERS2010 latitude -47.0265 N longitude 142.2961 E elevation 432889.2 m,34.6536,29.2853,0.019,0.031,0.017,334.144,329.115,65.914,0.001,0.0,-0.001
688,2022-04-16 15:46:35.542445,IERS2010 latitude -46.9133 N longitude 142.6343 E elevation 432828.0 m,34.6713,29.1691,0.02,0.032,0.014,334.064,328.644,66.046,-0.0,-0.002,0.001
689,2022-04-16 15:46:39.695825,IERS2010 latitude -46.7988 N longitude 142.9715 E elevation 432766.2 m,34.6536,29.2517,0.016,0.033,0.013,334.342,328.984,65.965,-0.003,-0.004,-0.0
690,2022-04-16 15:46:43.846502,IERS2010 latitude -46.6836 N longitude 143.3057 E elevation 432704.1 m,34.8314,29.3649,0.02,0.031,0.016,334.026,329.341,66.297,-0.001,-0.001,0.0
691,2022-04-16 15:46:48.009986,IERS2010 latitude -46.5674 N longitude 143.6386 E elevation 432641.6 m,34.618,29.3679,0.02,0.031,0.013,334.075,329.288,66.073,-0.002,-0.002,0.0
692,2022-04-16 15:46:52.182877,IERS2010 latitude -46.4500 N longitude 143.9703 E elevation 432578.5 m,34.7069,29.2211,0.02,0.03,0.014,333.835,328.858,66.093,0.001,0.002,0.002
693,2022-04-16 15:46:56.336088,IERS2010 latitude -46.3311 N longitude 144.3016 E elevation 432514.8 m,34.618,29.1201,0.016,0.031,0.012,333.379,328.311,66.474,-0.002,-0.001,0.001
694,2022-04-16 15:47:00.489515,IERS2010 latitude -46.2117 N longitude 144.6299 E elevation 432450.9 m,34.7247,29.3465,0.02,0.03,0.014,334.307,328.66,66.102,-0.002,-0.001,-0.0
695,2022-04-16 15:47:04.654829,IERS2010 latitude -46.0912 N longitude 144.9568 E elevation 432386.4 m,34.6713,29.3741,0.02,0.031,0.014,334.291,328.847,65.373,-0.001,-0.001,-0.0
696,2022-04-16 15:47:08.831341,IERS2010 latitude -45.9693 N longitude 145.2832 E elevation 432321.4 m,34.6713,29.3955,0.02,0.032,0.014,333.701,328.701,65.95,0.0,-0.001,-0.001
697,2022-04-16 15:47:12.991730,IERS2010 latitude -45.8463 N longitude 145.6084 E elevation 432255.8 m,34.7425,29.5209,0.02,0.031,0.012,333.117,328.513,66.081,-0.002,0.001,0.001
698,2022-04-16 15:47:17.165993,IERS2010 latitude -45.7225 N longitude 145.9315 E elevation 432189.9 m,34.7069,29.2486,0.02,0.032,0.015,332.575,328.416,66.163,-0.003,-0.0,0.0
699,2022-04-16 15:47:21.320467,IERS2010 latitude -45.5975 N longitude 146.2534 E elevation 432123.4 m,34.6713,29.4781,0.021,0.031,0.013,332.378,328.633,66.459,-0.0,-0.001,0.0
700,2022-04-16 15:47:25.480758,IERS2010 latitude -45.4718 N longitude 146.5730 E elevation 432056.7 m,34.7425,29.3955,0.02,0.032,0.013,332.711,328.186,65.746,-0.003,-0.003,-0.001
701,2022-04-16 15:47:29.656885,IERS2010 latitude -45.3447 N longitude 146.8923 E elevation 431989.3 m,34.6713,29.4383,0.02,0.03,0.014,332.861,328.46,66.037,-0.0,-0.003,0.0
702,2022-04-16 15:47:33.813947,IERS2010 latitude -45.2168 N longitude 147.2095 E elevation 431921.6 m,34.6002,29.2394,0.023,0.032,0.017,332.289,328.809,65.681,-0.001,-0.001,0.001
703,2022-04-16 15:47:37.975367,IERS2010 latitude -45.0884 N longitude 147.5244 E elevation 431853.6 m,34.5824,29.3404,0.02,0.032,0.012,331.941,328.888,65.635,0.002,0.003,0.001
704,2022-04-16 15:47:43.148359,IERS2010 latitude -44.9270 N longitude 147.9143 E elevation 431768.4 m,34.6891,29.3312,0.019,0.031,0.015,331.809,329.056,66.295,-0.0,-0.002,-0.001
705,2022-04-16 15:47:47.302751,IERS2010 latitude -44.7962 N longitude 148.2263 E elevation 431699.4 m,34.7069,29.1874,0.02,0.031,0.012,332.058,328.923,66.036,0.0,-0.001,0.0
706,2022-04-16 15:47:51.457084,IERS2010 latitude -44.6644 N longitude 148.5367 E elevation 431629.9 m,34.7069,29.2456,0.02,0.031,0.013,331.843,328.924,66.002,-0.003,-0.003,0.001
707,2022-04-16 15:47:55.630516,IERS2010 latitude -44.5318 N longitude 148.8454 E elevation 431560.2 m,34.6358,29.3649,0.021,0.031,0.015,331.747,328.769,65.863,-0.001,0.001,0.0
708,2022-04-16 15:48:00.785826,IERS2010 latitude -44.3653 N longitude 149.2280 E elevation 431472.6 m,34.618,29.3985,0.02,0.031,0.015,331.275,328.954,66.093,-0.001,-0.001,-0.001
709,2022-04-16 15:48:04.954833,IERS2010 latitude -44.2309 N longitude 149.5326 E elevation 431402.1 m,34.5469,29.163,0.021,0.033,0.013,331.42,329.206,66.382,0.001,-0.003,0.0
710,2022-04-16 15:48:09.113967,IERS2010 latitude -44.0950 N longitude 149.8374 E elevation 431330.8 m,34.778,29.163,0.022,0.032,0.015,331.062,329.389,66.3,-0.005,0.001,0.002
711,2022-04-16 15:48:13.265785,IERS2010 latitude -43.9584 N longitude 150.1401 E elevation 431259.2 m,34.5824,29.3373,0.017,0.03,0.013,331.014,329.47,65.46,-0.002,-0.002,-0.002
