Counter,Date/time,Location,Temperature,Humidity,acc_x,acc_y,acc_z,yaw,pitch,roll,gyro_x,gyro_y,gyro_z
1231,2022-04-16 16:25:10.490700,IERS2010 latitude +51.0098 N longitude -93.4504 E elevation 420229.7 m,34.6358,29.5423,0.02,0.031,0.011,222.075,327.191,65.564,-0.001,0.001,0.002
1232,2022-04-16 16:25:14.662986,IERS2010 latitude +51.0585 N longitude -93.0478 E elevation 420252.7 m,34.5291,29.6953,0.02,0.031,0.012,221.744,327.356,65.928,0.0,-0.002,0.0
1233,2022-04-16 16:25:18.816290,IERS2010 latitude +51.1058 N longitude -92.6442 E elevation 420275.5 m,34.6536,29.6066,0.015,0.034,0.015,222.001,327.611,66.351,0.0,0.001,-0.0
1234,2022-04-16 16:25:22.984844,IERS2010 latitude +51.1515 N longitude -92.2405 E elevation 420297.9 m,34.6358,29.472,0.02,0.03,0.016,222.419,327.852,65.535,-0.004,-0.003,-0.0
1235,2022-04-16 16:25:27.155718,IERS2010 latitude +51.1958 N longitude -91.8348 E elevation 420320.1 m,34.6536,29.8361,0.024,0.031,0.017,221.664,328.111,65.9,0.002,0.001,-0.001
1236,2022-04-16 16:25:31.314429,IERS2010 latitude +51.2385 N longitude -91.4285 E elevation 420342.0 m,34.6536,29.625,0.019,0.031,0.015,221.708,328.243,66.442,-0.001,-0.002,-0.0
1237,2022-04-16 16:25:35.473161,IERS2010 latitude +51.2796 N longitude -91.0224 E elevation 420363.5 m,34.618,29.5607,0.02,0.031,0.015,221.376,327.679,66.374,0.0,-0.001,0.0
1238,2022-04-16 16:25:39.626605,IERS2010 latitude +51.3192 N longitude -90.6152 E elevation 420384.7 m,34.6536,29.7137,0.02,0.033,0.012,220.551,327.812,66.604,-0.002,-0.001,0.0
1239,2022-04-16 16:25:43.797791,IERS2010 latitude +51.3571 N longitude -90.2084 E elevation 420405.6 m,34.6891,29.6555,0.02,0.03,0.014,219.999,327.743,66.645,-0.001,-0.002,-0.002
1240,2022-04-16 16:25:47.952954,IERS2010 latitude +51.3937 N longitude -89.7993 E elevation 420426.2 m,34.6891,29.5638,0.021,0.03,0.015,219.843,327.584,66.011,-0.001,-0.003,-0.0
1241,2022-04-16 16:25:52.107450,IERS2010 latitude +51.4287 N longitude -89.3903 E elevation 420446.5 m,34.5113,29.3924,0.021,0.03,0.014,220.656,327.394,65.89,-0.001,-0.002,-0.001
1242,2022-04-16 16:25:56.281024,IERS2010 latitude +51.4620 N longitude -88.9810 E elevation 420466.5 m,34.618,29.8636,0.019,0.032,0.015,220.65,327.656,65.257,-0.001,0.001,-0.0
1243,2022-04-16 16:26:00.431390,IERS2010 latitude +51.4940 N longitude -88.5694 E elevation 420486.2 m,34.6536,29.6923,0.017,0.032,0.013,220.352,327.657,64.904,-0.002,-0.001,-0.0
1244,2022-04-16 16:26:04.592170,IERS2010 latitude +51.5242 N longitude -88.1594 E elevation 420505.6 m,34.6891,29.2119,0.019,0.032,0.014,220.192,328.036,64.9,-0.003,-0.002,0.0
1245,2022-04-16 16:26:08.762159,IERS2010 latitude +51.5529 N longitude -87.7479 E elevation 420524.6 m,34.7069,29.6831,0.019,0.031,0.015,220.334,328.121,64.658,-0.003,-0.003,-0.0
1246,2022-04-16 16:26:12.920693,IERS2010 latitude +51.5801 N longitude -87.3351 E elevation 420543.4 m,34.618,29.7014,0.022,0.033,0.015,219.851,328.181,64.369,-0.001,-0.001,0.0
1247,2022-04-16 16:26:17.080603,IERS2010 latitude +51.6057 N longitude -86.9228 E elevation 420561.8 m,34.618,29.6005,0.02,0.032,0.015,221.628,328.306,63.592,0.001,0.0,0.0
1248,2022-04-16 16:26:21.249011,IERS2010 latitude +51.6297 N longitude -86.5096 E elevation 420579.9 m,34.6358,29.7932,0.021,0.03,0.013,221.166,328.011,64.056,0.0,-0.0,-0.001
1249,2022-04-16 16:26:25.406075,IERS2010 latitude +51.6522 N longitude -86.0957 E elevation 420597.7 m,34.6891,29.5821,0.022,0.029,0.014,221.891,328.245,64.15,0.002,-0.001,0.0
1250,2022-04-16 16:26:29.552530,IERS2010 latitude +51.6730 N longitude -85.6826 E elevation 420615.2 m,34.6002,30.5643,0.024,0.035,0.012,220.821,327.978,64.32,-0.004,-0.002,0.003
1251,2022-04-16 16:26:33.712680,IERS2010 latitude +51.6922 N longitude -85.2693 E elevation 420632.3 m,34.5824,29.4291,0.02,0.032,0.013,219.511,327.888,65.344,-0.001,-0.001,-0.0
1252,2022-04-16 16:26:37.890988,IERS2010 latitude +51.7100 N longitude -84.8538 E elevation 420649.2 m,34.7069,29.7198,0.02,0.03,0.01,218.638,327.433,65.165,0.0,-0.0,-0.0
1253,2022-04-16 16:26:42.063039,IERS2010 latitude +51.7261 N longitude -84.4375 E elevation 420665.7 m,34.5469,29.4873,0.019,0.031,0.013,218.483,327.223,64.233,-0.002,-0.002,0.001
1254,2022-04-16 16:26:46.234046,IERS2010 latitude +51.7407 N longitude -84.0219 E elevation 420681.9 m,34.6536,29.6708,0.02,0.032,0.016,218.961,327.631,64.447,-0.002,0.002,-0.002
1255,2022-04-16 16:26:50.399340,IERS2010 latitude +51.7536 N longitude -83.6055 E elevation 420697.8 m,34.6358,29.5852,0.021,0.032,0.016,220.227,328.17,64.5,-0.001,-0.001,-0.001
1256,2022-04-16 16:26:54.560717,IERS2010 latitude +51.7649 N longitude -83.1894 E elevation 420713.4 m,34.6536,29.6127,0.019,0.031,0.014,219.203,328.09,64.98,-0.001,-0.001,-0.0
1257,2022-04-16 16:26:58.729847,IERS2010 latitude +51.7747 N longitude -82.7731 E elevation 420728.6 m,34.6713,29.6555,0.019,0.031,0.018,219.738,328.784,64.794,-0.003,-0.002,0.001
1258,2022-04-16 16:27:02.886678,IERS2010 latitude +51.7828 N longitude -82.3565 E elevation 420743.6 m,34.6536,29.9585,0.021,0.03,0.013,219.518,328.623,65.128,-0.0,-0.001,-0.001
1259,2022-04-16 16:27:07.032797,IERS2010 latitude +51.7893 N longitude -81.9411 E elevation 420758.1 m,34.7069,29.4047,0.019,0.031,0.014,219.647,328.513,65.419,0.002,-0.001,-0.0
1260,2022-04-16 16:27:11.205520,IERS2010 latitude +51.7942 N longitude -81.5262 E elevation 420772.3 m,34.7602,29.5485,0.019,0.031,0.014,220.582,328.776,65.462,-0.003,-0.001,-0.001
1261,2022-04-16 16:27:15.360257,IERS2010 latitude +51.7976 N longitude -81.1087 E elevation 420786.3 m,34.6358,29.5332,0.02,0.033,0.014,220.138,328.493,65.932,-0.001,-0.001,0.001
1262,2022-04-16 16:27:20.536761,IERS2010 latitude +51.7995 N longitude -80.5914 E elevation 420803.1 m,34.6358,29.5515,0.021,0.032,0.012,219.655,328.639,66.044,-0.001,-0.0,0.0
1263,2022-04-16 16:27:24.694378,IERS2010 latitude +51.7993 N longitude -80.1744 E elevation 420816.3 m,34.7069,29.5852,0.017,0.033,0.016,220.834,329.221,65.857,-0.001,0.0,0.001
1264,2022-04-16 16:27:28.863432,IERS2010 latitude +51.7974 N longitude -79.7579 E elevation 420829.2 m,34.6891,29.6127,0.02,0.032,0.013,220.097,329.415,65.875,-0.001,0.0,0.001
1265,2022-04-16 16:27:35.934300,IERS2010 latitude +51.7907 N longitude -79.0512 E elevation 420850.3 m,34.6536,29.5026,0.019,0.032,0.014,219.898,330.503,67.472,-0.001,-0.0,0.0
